username,timestamp,likes,comment_text,cleaned_tokens,tok_len,char_len,word_len
ecquinox9074,2023-12-11T06:47:05Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2700"">45:00</a><br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4440"">1:14:00</a><br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6480"">1:48:00</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",27,234,4
ecquinox9074,2023-12-22T17:23:18Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7020"">1:57:00</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,76,2
ecquinox9074,2023-12-23T05:56:23Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8100"">2:15:00</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,76,2
SebastianPereira,2023-12-10T02:00:29Z,3,Where has the console gone in Spotify?,"['console', 'gone', 'spotify']",3,38,7
r1s1ngphoen1x8,2023-12-09T17:23:19Z,0,"I am getting an unexpected token error when trying to run explore.js. Anyone seen this? I am doing exactly what I see, but in Windows.","['getting', 'unexpected', 'token', 'error', 'trying', 'run', 'explore', 'anyone', 'seen', 'exactly', 'see', 'window']",12,134,25
StreetwiseReels,2023-12-08T13:04:02Z,1,why does he look like Mr Beast??,"['look', 'like', 'beast']",3,32,7
tkDev0101,2023-12-13T10:12:59Z,0,he even talks like him,"['even', 'talk', 'like']",3,22,5
functioncode-official,2025-01-12T13:05:24Z,0,🏳️,[],0,2,1
Anirudh-zg8tr,2023-12-03T12:26:34Z,0,This API course is interesting and funny.,"['api', 'course', 'interesting', 'funny']",4,41,7
Snowflake_Maja,2023-12-02T15:05:40Z,0,I got a project to manage APIs and this course helped me sooo much to better understand what am I getting myself into 😂. Thank you soooo much!,"['got', 'project', 'manage', 'apis', 'course', 'helped', 'sooo', 'much', 'better', 'understand', 'getting', 'thank', 'soooo', 'much']",14,142,28
jimnaroski7138,2023-11-29T17:31:35Z,2,"Great Course! I was trying to follow along with the Spotify example, and I cannot find the Spotify Web API console. I found a post in the Spotify community where someone was asking where the console was, but there was no response. Does anyone know how to access the console if it is still available?","['great', 'course', 'trying', 'follow', 'along', 'spotify', 'example', 'find', 'spotify', 'web', 'api', 'console', 'found', 'post', 'spotify', 'community', 'someone', 'asking', 'console', 'response', 'anyone', 'know', 'access', 'console', 'still', 'available']",26,299,55
payambabakhanlou7145,2024-03-06T20:42:11Z,0,I ran into the same issue. did you figure it out?,"['ran', 'issue', 'figure']",3,49,11
johnmaguire2185,2024-03-17T11:38:49Z,0,"@payambabakhanlou7145I’d skip Spotify, they changed the interface. You also need an app id if you want to get access.","['payambabakhanlou', 'skip', 'spotify', 'changed', 'interface', 'also', 'need', 'app', 'want', 'get', 'access']",11,117,19
foxtrotwhisky4061,2023-11-28T19:49:43Z,9,"Unfortunately it looks like Spotify have changed their web developer user interface (in the UK at least) and the process for getting started with using Spotify&#39;s API is very different to how it looks in this tutorial. There is no longer a console that you can access from your browser, you have to install multiple &quot;packages&quot; locally on your machine.<br><br>Spotify have made a tutorial (spread over a dizzying number of hyperlinked pages) to build an app. So in order to do the first tutorial for this video which requires the console, I went through some of the process (not knowing what I was installing or what I was doing) to try and get a command line environment that accesses Spotify&#39;s API, and eventually gave up. It didn&#39;t seem like that process was going to get me to a point where I could do the exercise in the video! :( <br><br>Maybe Spotify view having their own tutorial as an even more accessible developer environment, but it made following this video impossible for me.","['unfortunately', 'look', 'like', 'spotify', 'changed', 'web', 'developer', 'user', 'interface', 'least', 'process', 'getting', 'started', 'using', 'spotify', 'api', 'different', 'look', 'tutorial', 'longer', 'console', 'access', 'browser', 'install', 'multiple', 'quot', 'package', 'quot', 'locally', 'machine', 'spotify', 'made', 'tutorial', 'spread', 'dizzying', 'number', 'hyperlinked', 'page', 'build', 'app', 'order', 'first', 'tutorial', 'video', 'requires', 'console', 'went', 'process', 'knowing', 'installing', 'try', 'get', 'command', 'line', 'environment', 'access', 'spotify', 'api', 'eventually', 'gave', 'seem', 'like', 'process', 'going', 'get', 'point', 'could', 'exercise', 'video', 'maybe', 'spotify', 'view', 'tutorial', 'even', 'accessible', 'developer', 'environment', 'made', 'following', 'video', 'impossible']",81,1010,172
gabirilwan1987,2024-01-03T13:10:59Z,1,i also have the same problem and i&#39;m really frustrated to be honest,"['also', 'problem', 'really', 'frustrated', 'honest']",5,71,13
screwy115,2024-01-16T05:46:27Z,0,Same@gabirilwan1987 Really frustrating I finally found a course with a teacher that seems great and none of it works.,"['gabirilwan', 'really', 'frustrating', 'finally', 'found', 'course', 'teacher', 'seems', 'great', 'none', 'work']",11,117,19
javierandres-dev,2023-11-28T17:24:26Z,0,Thanks!,['thanks'],1,7,1
feanorice,2023-11-28T07:32:52Z,0,"9 months later, Beyonce has not 32M but 46M subscribers....I wonder how many of those came from watching this tutorial :D","['month', 'later', 'beyonce', 'subscriber', 'wonder', 'many', 'came', 'watching', 'tutorial']",9,121,21
JohnstownJohnny,2023-11-26T18:09:14Z,2,This was a good course but it got tainted by some political biases!<br>Just teach man! <br>😂😢🙄🤠,"['good', 'course', 'got', 'tainted', 'political', 'bias', 'teach', 'man']",8,95,16
reinkjhazrl,2023-11-26T15:01:45Z,0,"How to cure depression in 3 hrs,<br><br><br>This course is an excelle..","['cure', 'depression', 'hr', 'course', 'excelle']",5,71,11
HyperSmartAI,2023-11-23T11:05:15Z,2,I wish we had teachers like him in our schools and colleges that would have made us better learners!,"['wish', 'teacher', 'like', 'school', 'college', 'would', 'made', 'better', 'learner']",9,100,19
hackervaibhav,2023-11-20T22:51:29Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2473"">41:13</a> ROFL","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'rofl']",10,79,3
devynity4507,2023-11-20T14:54:58Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2689"">44:49</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,74,2
SadhguruSir,2023-11-20T11:10:55Z,0,Rhetoric,['rhetoric'],1,8,1
blue-george,2023-11-17T07:53:00Z,0,Anybody tried calling the phone number?,"['anybody', 'tried', 'calling', 'phone', 'number']",5,39,6
PO-sw7in,2023-11-16T19:38:20Z,2,He reminds me of Mr.beast,"['reminds', 'beast']",2,25,5
balloonpoop,2023-11-16T18:33:32Z,1,Great tutorial but the Spotify signup part is unbearable.,"['great', 'tutorial', 'spotify', 'signup', 'part', 'unbearable']",6,57,9
shireensyed-nm5rz,2023-11-15T12:36:19Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw"">00:00</a> Learn about APIs and their benefits<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=310"">05:10</a> Interfaces and APIs abstract away implementation details for users and developers.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=972"">16:12</a> REST revolutionized remote APIs<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1293"">21:33</a> REST APIs use HTTP protocol and headers to communicate with resources.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1904"">31:44</a> Spotify API uses REST principles and requires authorization for specific data.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2164"">36:04</a> Creating a new Spotify account for developers<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2760"">46:00</a> Learn how to use curl to make API requests<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3026"">50:26</a> Learn how to navigate and query URLs using JQ<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3584"">59:44</a> Learn how to use Twilio APIs to send text messages<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3848"">1:04:08</a> Learn how to send SMS using Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4402"">1:13:22</a> Explore APIs with visual tools like Postman and REST Fox<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4686"">1:18:06</a> Learn how to filter incoming messages using Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5286"">1:28:06</a> Switching from GET to POST for sending messages with Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5596"">1:33:16</a> Using environment variables in REST clients<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6184"">1:43:04</a> Postman is a powerful tool for exploring APIs and generating code.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6454"">1:47:34</a> Helper libraries or SDKs can make code more concise and legible.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7042"">1:57:22</a> Using asynchronous JavaScript to list messages<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7339"">2:02:19</a> Learn about asynchronous JavaScript and catching errors with promises.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7927"">2:12:07</a> Helper libraries abstract away HTTP API calls<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8222"">2:17:02</a> Setting up a local web server to view index.html<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8815"">2:26:55</a> Serverless solution allows worry-free scaling<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9126"">2:32:06</a> Create a messaging response with Twilio<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9701"">2:41:41</a> Using Twilio Functions to Access Twilio REST Client<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9998"">2:46:38</a> Create a gallery of images from Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=10568"">2:56:08</a> Creating and consuming APIs using Fetch and JSON<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=65"">01:05</a> Understanding RESTful API constraints","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'learn', 'apis', 'benefit', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'interface', 'apis', 'abstract', 'away', 'implementation', 'detail', 'user', 'developer', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'rest', 'revolutionized', 'remote', 'apis', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'rest', 'apis', 'use', 'http', 'protocol', 'header', 'communicate', 'resource', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'spotify', 'api', 'us', 'rest', 'principle', 'requires', 'authorization', 'specific', 'data', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'creating', 'new', 'spotify', 'account', 'developer', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'learn', 'use', 'curl', 'make', 'api', 'request', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'learn', 'navigate', 'query', 'url', 'using', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'learn', 'use', 'twilio', 'apis', 'send', 'text', 'message', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'learn', 'send', 'sm', 'using', 'twilio', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'explore', 'apis', 'visual', 'tool', 'like', 'postman', 'rest', 'fox', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'learn', 'filter', 'incoming', 'message', 'using', 'twilio', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'switching', 'get', 'post', 'sending', 'message', 'twilio', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'using', 'environment', 'variable', 'rest', 'client', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'postman', 'powerful', 'tool', 'exploring', 'apis', 'generating', 'code', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'helper', 'library', 'sdks', 'make', 'code', 'concise', 'legible', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'using', 'asynchronous', 'javascript', 'list', 'message', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'learn', 'asynchronous', 'javascript', 'catching', 'error', 'promise', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'helper', 'library', 'abstract', 'away', 'http', 'api', 'call', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'setting', 'local', 'web', 'server', 'view', 'index', 'html', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'serverless', 'solution', 'allows', 'worry', 'free', 'scaling', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'create', 'messaging', 'response', 'twilio', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'using', 'twilio', 'function', 'access', 'twilio', 'rest', 'client', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'create', 'gallery', 'image', 'twilio', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'creating', 'consuming', 'apis', 'using', 'fetch', 'json', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'understanding', 'restful', 'api', 'constraint']",392,3401,241
anumoljoy2506,2023-11-15T10:44:02Z,0,API Self Learning,"['api', 'self', 'learning']",3,17,3
anumoljoy2506,2023-11-15T10:43:21Z,0,API,['api'],1,3,1
user-es8uj9wk1g,2023-11-14T21:03:13Z,0,terrific teaching but i couldn&#39;t get the image to work. the text came thru with no image and I don&#39;t think the suggested image was in the notes? I couldn&#39;t find it anyway. as a result. i also got a 401 when following the Thunder Client section 🥲,"['terrific', 'teaching', 'get', 'image', 'work', 'text', 'came', 'thru', 'image', 'think', 'suggested', 'image', 'note', 'find', 'anyway', 'result', 'also', 'got', 'following', 'thunder', 'client', 'section']",22,257,48
AlexanderGeorge1991,2023-11-14T17:49:10Z,0,This content is so well put together 🎉 thanks,"['content', 'well', 'put', 'together', 'thanks']",5,45,9
IT10T,2023-11-14T16:06:16Z,0,"Xerox (PARC) is perhaps one the most underrated companies/organizations in our history, being one of the most innovative, yet most would rather believe that Apple is at frontier of pioneerism. But did they invent ethernet? The GUI? The computer mouse? The desktop interface? Object-oriented programming language? How about the laser printer? All they have done is steal IP","['xerox', 'parc', 'perhaps', 'one', 'underrated', 'company', 'organization', 'history', 'one', 'innovative', 'yet', 'would', 'rather', 'believe', 'apple', 'frontier', 'pioneerism', 'invent', 'ethernet', 'gui', 'computer', 'mouse', 'desktop', 'interface', 'object', 'oriented', 'programming', 'language', 'laser', 'printer', 'done', 'steal']",32,372,58
asadrahman6085,2023-11-13T13:17:19Z,2,"Youre superior for creating this hosting video! Ive experimented with HostGator and GoDaddy, however Cloudways with TST20 coupn is the best cash saver.","['youre', 'superior', 'creating', 'hosting', 'video', 'ive', 'experimented', 'hostgator', 'godaddy', 'however', 'cloudways', 'tst', 'coupn', 'best', 'cash', 'saver']",16,151,23
artistpw,2023-11-13T09:43:43Z,2,I was summonded for jury duty on the day I was supposed to start a new gig.  I had to explain what an API was to the judge.  My little wheels were churning so I didn&#39;t sound condescending but explained it enough.  I came up with the Rosetta Stone translations that couldn&#39;t all be stored on a phone so API calls from a little phone app would be made to a website or cloud repository.,"['summonded', 'jury', 'duty', 'day', 'supposed', 'start', 'new', 'gig', 'explain', 'api', 'judge', 'little', 'wheel', 'churning', 'sound', 'condescending', 'explained', 'enough', 'came', 'rosetta', 'stone', 'translation', 'stored', 'phone', 'api', 'call', 'little', 'phone', 'app', 'would', 'made', 'website', 'cloud', 'repository']",34,391,75
nischalgandigesuresha2367,2023-11-12T17:14:29Z,0,Thanks for the amazing video!,"['thanks', 'amazing', 'video']",3,29,5
atiquebari6784,2023-11-10T13:24:02Z,0,Awesome and Lively presentation,"['awesome', 'lively', 'presentation']",3,31,4
petyr8036,2023-11-10T07:39:52Z,0,Happy Early Birthday! (Its OCT. 9th atm),"['happy', 'early', 'birthday', 'oct', 'atm']",5,40,7
tgwithfriends5998,2023-11-07T15:11:13Z,0,Who runs the terminal? Curl....Loved that Joke GOOD VIDEO THANK YOU.,"['run', 'terminal', 'curl', 'loved', 'joke', 'good', 'video', 'thank']",8,68,11
josephceci6904,2023-11-07T00:08:55Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1400"">23:20</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,74,2
evgenboychuk8962,2023-11-06T21:17:20Z,0,"very clear video, thanks, everything&#39;s clear!","['clear', 'video', 'thanks', 'everything', 'clear']",5,49,6
Devotown,2023-11-06T13:24:03Z,0,I’ve got your token and I’m about to do very evil things with it,"['got', 'token', 'evil', 'thing']",4,64,14
weshouser821,2023-11-05T04:25:11Z,0,"That little beat at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1086"">18:06</a> is crazy","['little', 'beat', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'crazy']",12,103,8
Borker3502,2023-11-01T15:01:45Z,0,Thank you,['thank'],1,9,2
alexanderdorodeiko8374,2023-10-31T13:21:58Z,0,"Thank you so much for this course! It&#39;s very well made, useful and better than some paid courses I have seen.","['thank', 'much', 'course', 'well', 'made', 'useful', 'better', 'paid', 'course', 'seen']",10,113,21
timonwa_tech,2023-10-31T11:27:41Z,1,Craig Dennis is awesome!,"['craig', 'dennis', 'awesome']",3,24,4
HasibulSagor,2023-10-29T19:29:53Z,0,Best teacher everrrr,"['best', 'teacher', 'everrrr']",3,20,3
FinanceLogic,2023-10-28T17:47:38Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3355"">55:55</a> did end up being so funny because i zoned out and back in and you were still talking about &#39;who runs the terminal&#39; curl beyonce link. ha but i wont forget that link now either.","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'end', 'funny', 'zoned', 'back', 'still', 'talking', 'run', 'terminal', 'curl', 'beyonce', 'link', 'wont', 'forget', 'link', 'either']",24,259,37
iAmSpaggyYT,2023-10-24T07:12:27Z,1,"When I copy the request sample from Spotify, it&#39;s not working in CMD","['copy', 'request', 'sample', 'spotify', 'working', 'cmd']",6,72,13
iAmSpaggyYT,2023-10-24T07:16:17Z,1,"Spotify not providing AuthToken anymore, I just followed the steps...","['spotify', 'providing', 'authtoken', 'anymore', 'followed', 'step']",6,69,10
iAmSpaggyYT,2023-10-24T07:58:19Z,1,Always showing No token provided or Invalid Access token. How can I generate this... This is getting annoying,"['always', 'showing', 'token', 'provided', 'invalid', 'access', 'token', 'generate', 'getting', 'annoying']",10,109,18
Den1sNovikov,2023-12-17T17:34:30Z,0,"Did you find a solution? I have the same problem. Maybe all next parts of this course will consist old not working stuff, I dunno<br><br>Btw, looks like there are really few guys, including us, who trying to do it with course&#39;s author, that&#39;s interesitng","['find', 'solution', 'problem', 'maybe', 'next', 'part', 'course', 'consist', 'old', 'working', 'stuff', 'dunno', 'btw', 'look', 'like', 'really', 'guy', 'including', 'trying', 'course', 'author', 'interesitng']",22,262,44
iAmSpaggyYT,2023-12-17T17:52:47Z,0,"@Den1sNovikov no, I didn&#39;t.<br><br>I didn&#39;t continue the course as well due to frustration","['den', 'snovikov', 'continue', 'course', 'well', 'due', 'frustration']",7,98,13
mikediaz9033,2023-10-23T23:42:00Z,0,Thankyou So much.,"['thankyou', 'much']",2,17,3
Movieclimatecrown,2023-10-23T10:31:50Z,7,"Thanks for the good web hosting knowledge! Ive examined HostGator and GoDaddy, however Cloudways with TST20 coupon is the budget-friendly selection.","['thanks', 'good', 'web', 'hosting', 'knowledge', 'ive', 'examined', 'hostgator', 'godaddy', 'however', 'cloudways', 'tst', 'coupon', 'budget', 'friendly', 'selection']",16,148,21
agboemmanuella8302,2023-10-20T02:46:45Z,2,spotify console is no longer here so following along is really hard,"['spotify', 'console', 'longer', 'following', 'along', 'really', 'hard']",7,67,12
AltesseAnas,2023-10-17T00:39:46Z,0,i cant get an accces token to run the code in my terminal !!,"['cant', 'get', 'accces', 'token', 'run', 'code', 'terminal']",7,60,14
neddludd,2023-10-15T19:31:20Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2626"">43:46</a> just here to say that the line on Beyonce taking the API dev to red lobster wasn&#39;t lost in the crack, clever wordplay ;)","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'say', 'line', 'beyonce', 'taking', 'api', 'dev', 'red', 'lobster', 'lost', 'crack', 'clever', 'wordplay']",21,199,26
solounomas0,2023-10-12T23:06:05Z,1,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2578"">42:58</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,74,2
AinovaPromptiqa,2023-10-10T11:20:41Z,0,who runs the terminal?,"['run', 'terminal']",2,22,4
forexsanjose6090,2023-10-05T21:01:52Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=575"">9:35</a> APIs are like functions that could be called over the internet.","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'apis', 'like', 'function', 'could', 'called', 'internet']",15,136,13
oiverarmandoch,2023-10-05T00:14:16Z,0,"I think the API is updated, and now to get the token, we must already create our app, to get the token :(","['think', 'api', 'updated', 'get', 'token', 'must', 'already', 'create', 'app', 'get', 'token']",11,105,23
ikpediatimothy4847,2023-10-04T10:44:32Z,1,Exploring Spotify API and my token is being shortened.. How can I fix that.,"['exploring', 'spotify', 'api', 'token', 'shortened', 'fix']",6,75,14
ikpediatimothy4847,2023-10-04T10:43:19Z,0,My curl get request isn&#39;t working in the terminal..everything seems to have changed since the time upload of this course... The token is incomplete. How can I fix that,"['curl', 'get', 'request', 'working', 'terminal', 'everything', 'seems', 'changed', 'since', 'time', 'upload', 'course', 'token', 'incomplete', 'fix']",15,171,29
carolcarol6008,2023-10-04T01:06:14Z,0,"I couldn&#39;t get the Twillio command line code to work, and kept giving the error message that no credentials provided. Twillo must have changed regarding using a test account in command line, because the support materials state that &quot;Twilio test credentials will not work with Twilio CLI&quot;. Otherwise, I agree that this is a good course. I know things do not remain the same and get changed sometimes.","['get', 'twillio', 'command', 'line', 'code', 'work', 'kept', 'giving', 'error', 'message', 'credential', 'provided', 'twillo', 'must', 'changed', 'regarding', 'using', 'test', 'account', 'command', 'line', 'support', 'material', 'state', 'quot', 'twilio', 'test', 'credential', 'work', 'twilio', 'cli', 'quot', 'otherwise', 'agree', 'good', 'course', 'know', 'thing', 'remain', 'get', 'changed', 'sometimes']",42,413,68
Mtndewplus,2023-10-02T23:45:03Z,2,Did anyone have any issues trying to find Console on Spotify. Wanted to follow along but I guess Spotify updated and I could not follow along,"['anyone', 'issue', 'trying', 'find', 'console', 'spotify', 'wanted', 'follow', 'along', 'guess', 'spotify', 'updated', 'could', 'follow', 'along']",15,141,26
lemm1388,2023-10-02T20:37:24Z,0,The Spotify dev page has changed considerably and feel its extremely difficult to follow this class now.,"['spotify', 'dev', 'page', 'changed', 'considerably', 'feel', 'extremely', 'difficult', 'follow', 'class']",10,104,17
TechWithSM,2023-10-01T09:09:35Z,3,I don&#39;t know why but this guy is look like old Mr.Beast🥲,"['know', 'guy', 'look', 'like', 'old', 'beast']",6,60,12
ahmedsaeedbj,2023-10-02T04:13:08Z,0,Lmao that&#39;s exactly what I thought,"['lmao', 'exactly', 'thought']",3,38,6
gokulkrish366,2023-10-01T07:17:47Z,0,Craig looks like Mr beast grandpa,"['craig', 'look', 'like', 'beast', 'grandpa']",5,33,6
codyoncken,2023-09-27T15:54:35Z,0,Was the best course until you stopped talking about the course information and starting talking about people&#39;s gender,"['best', 'course', 'stopped', 'talking', 'course', 'information', 'starting', 'talking', 'people', 'gender']",10,121,18
naodhabte9253,2023-09-27T09:44:15Z,0,Htt P<br>Htt P😂😂😂,"['htt', 'htt']",2,17,3
rlwhttng,2023-09-26T16:51:52Z,0,Spotify has changed their api docs. There isn&#39;t a console anymore.,"['spotify', 'changed', 'api', 'doc', 'console', 'anymore']",6,70,11
intellectual-we1sb,2023-09-26T13:45:12Z,2,"Most WOKE teacher ever. Why is he apologizing after making EVERY pun. If you&#39;re so embarrassed after making it, just don&#39;t make it. Ruined all the fun of those pins with his followed apology.","['woke', 'teacher', 'ever', 'apologizing', 'making', 'every', 'pun', 'embarrassed', 'making', 'make', 'ruined', 'fun', 'pin', 'followed', 'apology']",15,199,34
LupyDev,2023-09-26T02:28:39Z,0,"@app.post(&quot;/API&quot;)<br>async def post_comment():<br>    return JSONResponse(status_code:200, content=&quot;fCC you rock!&quot;)","['app', 'post', 'quot', 'api', 'quot', 'async', 'def', 'post', 'comment', 'return', 'jsonresponse', 'status', 'code', 'content', 'quot', 'fcc', 'rock', 'quot']",18,135,8
mertaw5,2023-09-25T22:16:55Z,1,"I can&#39;t do the Spotify Web API from my terminal because it hides the access token. Even when i hit the copy button on spotify, it still doesn&#39;t give me the complete token and then says &quot;invalid access token&quot; for the error reason. The interface has changed quite a bit since this video. There wasn&#39;t anywhere to create the token, and it certainly doesn&#39;t look like the one in the video. So none of this works for me.","['spotify', 'web', 'api', 'terminal', 'hide', 'access', 'token', 'even', 'hit', 'copy', 'button', 'spotify', 'still', 'give', 'complete', 'token', 'say', 'quot', 'invalid', 'access', 'token', 'quot', 'error', 'reason', 'interface', 'changed', 'quite', 'bit', 'since', 'video', 'anywhere', 'create', 'token', 'certainly', 'look', 'like', 'one', 'video', 'none', 'work']",40,441,78
tomasjr57,2023-10-10T14:01:41Z,0,hi Bro i have the same problem the the user interface changed and console link not availble,"['bro', 'problem', 'user', 'interface', 'changed', 'console', 'link', 'availble']",8,91,17
paulhetherington3854,2023-09-25T16:56:58Z,0,You cannot - prove any API - with TTY!,"['prove', 'api', 'tty']",3,38,9
wisdomiwunwa7978,2023-09-25T15:31:49Z,0,"The course is going great so far... One thing though, how do I get the Oauth token from Spotify&#39;s api from their updated website? That has been an issue.","['course', 'going', 'great', 'far', 'one', 'thing', 'though', 'get', 'oauth', 'token', 'spotify', 'api', 'updated', 'website', 'issue']",15,157,29
