username,timestamp,likes,comment_text,cleaned_tokens,tok_len,char_len,word_len
heidierwin3546,2025-10-19T22:03:01Z,0,"This was good, but probably needs to be updated. Both examples used (spotify &amp; twilo) are now outdated.","['good', 'probably', 'need', 'updated', 'example', 'used', 'spotify', 'amp', 'twilo', 'outdated']",10,107,18
magdalenaojeda3315,2025-10-18T08:30:23Z,0,This is amazing!,['amazing'],1,16,3
anadikulkarni5039,2025-10-14T11:22:03Z,0,Ngl this was just a giant Twilio advertisement.,"['ngl', 'giant', 'twilio', 'advertisement']",4,47,8
F8ferrari888,2025-10-11T00:32:33Z,0,Are you Mr Beasts&#39; father? lol. Why do you look like you could be his father; you even sound like him at times.,"['beast', 'father', 'lol', 'look', 'like', 'could', 'father', 'even', 'sound', 'like', 'time']",11,115,23
FlexTransportationServicesLLC,2025-10-09T21:31:10Z,0,"I would like to reach out to you. I have been brainstorming about white labeling a already developed app and not quite sure how to do this? Can we have a conversation? Look me up on Google. Flex Transportation Services LLC out of Waukesha, WI Thank you","['would', 'like', 'reach', 'brainstorming', 'white', 'labeling', 'already', 'developed', 'app', 'quite', 'sure', 'conversation', 'look', 'google', 'flex', 'transportation', 'service', 'llc', 'waukesha', 'thank']",20,252,47
sleeping_Chad,2025-09-30T04:27:45Z,0,"Bro, looks like old version of Jimmy","['bro', 'look', 'like', 'old', 'version', 'jimmy']",6,36,7
studytimewithjency,2025-10-06T19:28:21Z,0,bruh!! for real,"['bruh', 'real']",2,15,3
UserXUnknownX,2025-09-20T09:28:46Z,2,"Great, but the dad jokes and faff is really annoying. Learning is not about unnecessary distractions.","['great', 'dad', 'joke', 'faff', 'really', 'annoying', 'learning', 'unnecessary', 'distraction']",9,101,16
PiotrZic,2025-09-19T07:03:23Z,0,"Good tut but it is very hard to follow, the spotify developer is totally different right now(9.2025) that is presented, and even for twilio you need to provide your phone number and whole bunch of personal data. It took Instructor to setup twilio on this video almost 10 minutes.","['good', 'tut', 'hard', 'follow', 'spotify', 'developer', 'totally', 'different', 'right', 'presented', 'even', 'twilio', 'need', 'provide', 'phone', 'number', 'whole', 'bunch', 'personal', 'data', 'took', 'instructor', 'setup', 'twilio', 'video', 'almost', 'minute']",27,279,49
coolnaeemdOoO,2025-09-18T21:04:40Z,0,Mr. Beast…,['beast'],1,10,2
inspectorlunge3887,2025-09-17T23:34:23Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=441"">7:21</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,72,2
pamelapascault,2025-09-12T18:07:09Z,0,"Definitely Craig is the best, I just had the opportunity to see this video👍 and I am totally engaging in APIs 🙌","['definitely', 'craig', 'best', 'opportunity', 'see', 'video', 'totally', 'engaging', 'apis']",9,111,22
vaishnavishinde3569,2025-09-09T08:37:49Z,0,i understand theory part but I don&#39;t understand what are you Doing 😭😭😭,"['understand', 'theory', 'part', 'understand']",4,74,13
avichiii,2025-10-13T15:10:35Z,0,dont worry. if you are a beginner it is expected that you wont understand the coding part.,"['dont', 'worry', 'beginner', 'expected', 'wont', 'understand', 'coding', 'part']",8,90,17
SalwaJabeen-e7t,2025-09-03T17:28:03Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=137"">2:17</a> &quot;so now I have copy-pasta...&quot;","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'quot', 'copy', 'pasta', 'quot']",13,112,7
Nomadsabin,2025-09-03T12:08:54Z,0,Those who have stuck with thunderclient can use EchoAPI,"['stuck', 'thunderclient', 'use', 'echoapi']",4,55,9
PierreBoivin-k6g,2025-09-01T09:13:04Z,0,Collections are not available on the free version of Thunder Client,"['collection', 'available', 'free', 'version', 'thunder', 'client']",6,67,11
SalwaJabeen-e7t,2025-08-29T16:48:58Z,0,I am not getting any of it. Is it a normal syndrome 😢,"['getting', 'normal', 'syndrome']",3,53,13
avichiii,2025-10-13T15:12:13Z,0,"api is not a beginner level topic, you have to have a lot of background knowledge. its ok.","['api', 'beginner', 'level', 'topic', 'lot', 'background', 'knowledge']",7,90,18
SalwaJabeen-e7t,2025-10-13T15:27:22Z,0,​@avichiii❤,['avichiii'],1,11,1
veda1121993,2025-08-24T12:34:02Z,1,I am not able to find Spotify --&gt; Console does it still exist,"['able', 'find', 'spotify', 'console', 'still', 'exist']",6,64,13
Quraan_SL,2025-08-22T15:15:51Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=530"">8:50</a> <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=807"">13:27</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",18,146,4
RAHULKUMAR-ok1er,2025-08-22T12:49:34Z,0,Is there any prerequisite required for learning this course? @the educator,"['prerequisite', 'required', 'learning', 'course', 'educator']",5,74,11
avichiii,2025-10-13T15:13:43Z,0,ohh yes. a lot. he will say you dont need any prior knowledge but you do.,"['ohh', 'yes', 'lot', 'say', 'dont', 'need', 'prior', 'knowledge']",8,73,16
rebelspongebob,2025-08-21T12:51:32Z,1,"Jus started learning about API&#39;s ..i can&#39;t spot the curl request on my spotify console..urs seemed to be at the top..but mine isn&#39;t.. although,i am using my android device for this so I&#39;m guessing the layout must be different..any advice?","['jus', 'started', 'learning', 'api', 'spot', 'curl', 'request', 'spotify', 'console', 'ur', 'seemed', 'top', 'mine', 'although', 'using', 'android', 'device', 'guessing', 'layout', 'must', 'different', 'advice']",22,254,40
rebelspongebob,2025-08-22T12:57:20Z,0,Found it👍🏾,['found'],1,10,2
rebelspongebob,2025-08-22T13:00:03Z,0,But after i copy the curl thing and paste it in the terminal..it returns status=401 message= invalid access token...  what can i do,"['copy', 'curl', 'thing', 'paste', 'terminal', 'return', 'status', 'message', 'invalid', 'access', 'token']",11,131,23
rebelspongebob,2025-08-23T13:29:23Z,0,i tried the getrequest on my terminal they all came back as status=failed..what do i do?,"['tried', 'getrequest', 'terminal', 'came', 'back', 'status', 'failed']",7,88,16
rebelspongebob,2025-08-23T13:30:54Z,0,do i need the &#39;messanger_service_sid=token&#39; for this?,"['need', 'messanger', 'service', 'sid', 'token']",5,61,7
lloyd959,2025-10-08T13:51:57Z,0,Are you using cmd by any chance?,"['using', 'cmd', 'chance']",3,32,7
Erasmus-y6y,2025-08-21T06:36:18Z,0,Best lecture but too many ads.,"['best', 'lecture', 'many', 'ad']",4,30,6
sireopossom7860,2025-08-19T14:48:29Z,0,Unecessarily long video,"['unecessarily', 'long', 'video']",3,23,3
kartik_2985AbC,2025-08-19T06:19:22Z,0,I don&#39;t know anything about API. Does this course cover everything about REST APIs?,"['know', 'anything', 'api', 'course', 'cover', 'everything', 'rest', 'apis']",8,87,14
avichiii,2025-10-13T15:14:40Z,0,no. you need to refer other resources.,"['need', 'refer', 'resource']",3,38,7
jeremiahthesame,2025-08-17T00:12:32Z,0,I can&#39;t get access it&#39; say 401 and invalid token feel stuck if anyone wants to help,"['get', 'access', 'say', 'invalid', 'token', 'feel', 'stuck', 'anyone', 'want', 'help']",10,91,17
francescopandolfo3836,2025-08-17T09:16:40Z,0,"I had the same problem, turns out you can&#39;t simply click the &quot;Get Token&quot; button and select your scopes anymore. For example, at the minute <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2126"">35:26</a>, you can see something like &quot;user-read-playback-state&quot; in the checkbox options, which you would need to select if you wanted to play a song for example. You need to do this the manual way.<br><br>IMPORTANT ADVICE: Copy paste this into chatgpt or claude, and they will guide you<br>in more detail if you need to. Also, these commands work in Windows but if you&#39;re using Mac or Linux<br>you need to ask an AI to re-write the curl command so that they work on your current OS.<br><br>Here&#39;s how to actually get a user access token with scopes:<br>You&#39;ll need to do the Authorization Code Flow manually. Here&#39;s the step-by-step:<br><br>Create the authorization URL (replace YOUR_CLIENT_ID):<br><br><a href=""https://accounts.spotify.com/authorize?response_type=code&amp;client_id=YOUR_CLIENT_ID&amp;scope=user-read-playback-state%20user-modify-playback-state&amp;redirect_uri=http://localhost:3000/callback&amp;show_dialog=true"">https://accounts.spotify.com/authorize?response_type=code&amp;client_id=YOUR_CLIENT_ID&amp;scope=user-read-playback-state%20user-modify-playback-state&amp;redirect_uri=http://localhost:3000/callback&amp;show_dialog=true</a><br><br>Visit that URL in your browser - you&#39;ll be asked to log in and authorize your app<br>You&#39;ll be redirected to something like:<br><br>http://localhost:3000/callback?code=AQC4O2vudeoMDoPDubh...<br><br>Copy the code parameter from that URL<br>Exchange it for an access token:<br><br>bashcurl -X POST &quot;<a href=""https://accounts.spotify.com/api/token"">https://accounts.spotify.com/api/token</a>&quot; \<br>-H &quot;Content-Type: application/x-www-form-urlencoded&quot; \<br>-d &quot;grant_type=authorization_code&amp;code=YOUR_CODE&amp;redirect_uri=http://localhost:3000/callback&quot; \<br>-u &quot;YOUR_CLIENT_ID:YOUR_CLIENT_SECRET&quot;<br><br>The response will include your access_token with the proper scopes.<br>If you get the &quot;Invalid redirect URI&quot; error means the redirect URI you&#39;re using in the authorization URL doesn&#39;t match what&#39;s configured in your Spotify app settings.","['problem', 'turn', 'simply', 'click', 'quot', 'get', 'token', 'quot', 'button', 'select', 'scope', 'anymore', 'example', 'minute', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'see', 'something', 'like', 'quot', 'user', 'read', 'playback', 'state', 'quot', 'checkbox', 'option', 'would', 'need', 'select', 'wanted', 'play', 'song', 'example', 'need', 'manual', 'way', 'important', 'advice', 'copy', 'paste', 'chatgpt', 'claude', 'guide', 'detail', 'need', 'also', 'command', 'work', 'window', 'using', 'mac', 'linux', 'need', 'ask', 'write', 'curl', 'command', 'work', 'current', 'actually', 'get', 'user', 'access', 'token', 'scope', 'need', 'authorization', 'code', 'flow', 'manually', 'step', 'step', 'create', 'authorization', 'url', 'replace', 'client', 'href', 'http', 'account', 'spotify', 'com', 'authorize', 'response', 'type', 'code', 'amp', 'client', 'client', 'amp', 'scope', 'user', 'read', 'playback', 'state', 'user', 'modify', 'playback', 'state', 'amp', 'redirect', 'uri', 'http', 'localhost', 'callback', 'amp', 'show', 'dialog', 'true', 'http', 'account', 'spotify', 'com', 'authorize', 'response', 'type', 'code', 'amp', 'client', 'client', 'amp', 'scope', 'user', 'read', 'playback', 'state', 'user', 'modify', 'playback', 'state', 'amp', 'redirect', 'uri', 'http', 'localhost', 'callback', 'amp', 'show', 'dialog', 'true', 'visit', 'url', 'browser', 'asked', 'log', 'authorize', 'app', 'redirected', 'something', 'like', 'http', 'localhost', 'callback', 'code', 'aqc', 'vudeomdopdubh', 'copy', 'code', 'parameter', 'url', 'exchange', 'access', 'token', 'bashcurl', 'post', 'quot', 'href', 'http', 'account', 'spotify', 'com', 'api', 'token', 'http', 'account', 'spotify', 'com', 'api', 'token', 'quot', 'quot', 'content', 'type', 'application', 'www', 'form', 'urlencoded', 'quot', 'quot', 'grant', 'type', 'authorization', 'code', 'amp', 'code', 'code', 'amp', 'redirect', 'uri', 'http', 'localhost', 'callback', 'quot', 'quot', 'client', 'client', 'secret', 'quot', 'response', 'include', 'access', 'token', 'proper', 'scope', 'get', 'quot', 'invalid', 'redirect', 'uri', 'quot', 'error', 'mean', 'redirect', 'uri', 'using', 'authorization', 'url', 'match', 'configured', 'spotify', 'app', 'setting']",240,2322,215
benardekirapa7952,2025-08-10T20:32:49Z,0,Thank you for empathizing with your learners. It feels like I&#39;m listening to my best friend talk.,"['thank', 'empathizing', 'learner', 'feel', 'like', 'listening', 'best', 'friend', 'talk']",9,101,17
craigsdennis,2025-08-11T17:18:09Z,0,Honored to be your API BFF!,"['honored', 'api', 'bff']",3,27,6
WebDevAnjali,2025-08-07T09:24:31Z,0,i hate i hate i absolutely hate watching long boring educational videos but you&#39;re such a fun educator it didn&#39;t even felt like a lecture i&#39;m so into watching the entire course ❤❤❤,"['hate', 'hate', 'absolutely', 'hate', 'watching', 'long', 'boring', 'educational', 'video', 'fun', 'educator', 'even', 'felt', 'like', 'lecture', 'watching', 'entire', 'course']",18,192,33
craigsdennis,2025-08-10T17:19:54Z,1,That was a rollercoaster of a review 😅,"['rollercoaster', 'review']",2,38,8
WebDevAnjali,2025-08-10T18:25:47Z,0,​@craigsdennishaha😂,['craigsdennishaha'],1,19,1
ImmediatelyLeaveYT,2025-08-05T13:51:35Z,0,awesome,['awesome'],1,7,1
nadadishouAr,2025-08-05T00:15:19Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5752"">1:35:52</a> I&#39;m a bit confused what does the query do? and what needs to go in the body?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'bit', 'confused', 'query', 'need', 'body']",14,157,19
duleepasrinath5233,2025-08-03T08:20:18Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=69"">1:09</a> why do you have TWILIO_AUTH_TOKEN to be Spotify API token? Aren&#39;t those two unrelated APIs?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'twilio', 'auth', 'token', 'spotify', 'api', 'token', 'two', 'unrelated', 'apis']",18,167,17
BhargavWabale,2025-08-02T15:57:17Z,0,This course will help me for QA role 🤔 ?,"['course', 'help', 'role']",3,40,10
pw387,2025-08-01T14:24:05Z,0,thank you stranger for making this helpful video! I appreciate it!,"['thank', 'stranger', 'making', 'helpful', 'video', 'appreciate']",6,66,11
craigsdennis,2025-08-10T17:20:57Z,0,Thank you stranger for the comment,"['thank', 'stranger', 'comment']",3,34,6
swayampravodasgupta2956,2025-08-01T05:05:09Z,0,Buddy made a PP joke in the middle of this session,"['buddy', 'made', 'joke', 'middle', 'session']",5,50,11
EstebanGodoy-y4c,2025-07-30T20:45:16Z,0,Agreed...He is one of the best educators on the web.,"['agreed', 'one', 'best', 'educator', 'web']",5,52,10
Papiii_benz,2025-07-30T13:00:47Z,0,Thank you!,['thank'],1,10,2
jessicawang8378,2025-07-29T02:59:29Z,0,"except for the great content, I really do appreciate your sense of humor","['except', 'great', 'content', 'really', 'appreciate', 'sense', 'humor']",7,72,13
shadmanshaikh4459,2025-07-26T11:29:23Z,0,mr beast from coding background,"['beast', 'coding', 'background']",3,31,5
kewpie-cat,2025-07-25T18:44:46Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=792"">13:12</a> by this time i was already overloaded with info and listening at 0.75 speed<br>I really love his style of teaching. its so fun and absorbable into my dense brain ❤","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'time', 'already', 'overloaded', 'info', 'listening', 'speed', 'really', 'love', 'style', 'teaching', 'fun', 'absorbable', 'dense', 'brain']",23,237,32
richirosenko8896,2025-07-19T02:50:38Z,0,Guys are you facing the same problem on Twilio I couldn&#39;t find the message resource,"['guy', 'facing', 'problem', 'twilio', 'find', 'message', 'resource']",7,87,15
kdot823,2025-07-15T05:01:04Z,6,naaah...dis Mr beast older brother...Mr Beastier,"['naaah', 'dis', 'beast', 'older', 'brother', 'beastier']",6,48,6
strategistaow3520,2025-07-13T13:21:43Z,0,I was in a coffee shop while saying &quot;P&quot; 😂,"['coffee', 'shop', 'saying', 'quot', 'quot']",5,51,10
reobeo8674,2025-07-12T08:13:00Z,0,He looks like MrBeast if you notice carefully.,"['look', 'like', 'mrbeast', 'notice', 'carefully']",5,46,8
luismaffet7614,2025-07-08T15:21:03Z,0,"Hi, I want to learn about APIs, but I want to know a learning path. Before I start the video, which path should I take?","['want', 'learn', 'apis', 'want', 'know', 'learning', 'path', 'start', 'video', 'path', 'take']",11,119,25
TeaInTheTrenches,2025-07-06T15:28:11Z,0,"“Look at me, I’m relatable!” Please…I just want to learn about APIs.","['look', 'relatable', 'please', 'want', 'learn', 'apis']",6,68,12
gypsygirlkigypsylife,2025-07-05T13:06:27Z,0,"great stuff ,but the problem is i understand ,but when i see and code its fine ,otherwise blank,any suggestions","['great', 'stuff', 'problem', 'understand', 'see', 'code', 'fine', 'otherwise', 'blank', 'suggestion']",10,111,19
MuhammadIbrahim-ut3rq,2025-07-03T09:17:00Z,1,bro this is a huge help . i am watching this to learn about APIs as a beginner developer,"['bro', 'huge', 'help', 'watching', 'learn', 'apis', 'beginner', 'developer']",8,88,19
Rajendra4881,2025-07-01T11:49:05Z,0,"Hi Craig<br>how did you send a message that you are referring at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9323"">2:35:23</a><br>please assist, thank you","['craig', 'send', 'message', 'referring', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'please', 'assist', 'thank']",16,169,17
samirowan9590,2025-06-30T08:45:50Z,0,"Also lesson has an impressive API to interact with students😁. Thanks guys, it best of all I have ever learn.👏👏👏","['also', 'lesson', 'impressive', 'api', 'interact', 'student', 'thanks', 'guy', 'best', 'ever', 'learn']",11,111,20
samaydeshmukh174,2025-06-26T17:27:36Z,0,Thank you,['thank'],1,9,2
luloxdev,2025-06-21T20:58:33Z,4,"Spotify docs changes, Twilio Docs changed, Thunder Client is now behind a paywall... But it&#39;s still good to learn the theory of API REST, and the pace of the course with pauses is great. Just sit back and watch","['spotify', 'doc', 'change', 'twilio', 'doc', 'changed', 'thunder', 'client', 'behind', 'paywall', 'still', 'good', 'learn', 'theory', 'api', 'rest', 'pace', 'course', 'pause', 'great', 'sit', 'back', 'watch']",23,214,39
filipberntsson6634,2025-09-28T06:30:38Z,0,Yeah couldn&#39;t complete any of the demos more or less. But it&#39;s still a good vid.,"['yeah', 'complete', 'demo', 'less', 'still', 'good', 'vid']",7,88,16
theetechwitch,2025-06-21T13:28:41Z,0,such a lovely teacher &lt;3,"['lovely', 'teacher']",2,27,5
yt12-y9t,2025-06-20T02:06:21Z,0,"Peace, Thank You","['peace', 'thank']",2,16,3
Noone-ud6zk,2025-06-17T12:13:08Z,1,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=940"">15:40</a> ada indonesia bjir","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'ada', 'indonesia', 'bjir']",12,92,5
T3chnocr4t,2025-06-16T14:42:12Z,0,"Thanks very much for the videos, really insightful. <br>But from security perspective i will just say when your editing the video you can just blur any sensitive information.","['thanks', 'much', 'video', 'really', 'insightful', 'security', 'perspective', 'say', 'editing', 'video', 'blur', 'sensitive', 'information']",13,174,28
dalelandoy,2025-06-13T00:48:26Z,0,"Thank you, Mr. Beast of Development.","['thank', 'beast', 'development']",3,36,6
larryhatcher8927,2025-06-01T14:26:36Z,1,"I thumbed through the project in the last hour of this video.  I noticed it involved Twilio.  I&#39;m at my wits end with Twilio.  I can&#39;t get the phone number verified.  I signed up 20 days ago and I have tried 3 times to verify that number.  In the second time, over two weeks went by before they rejected my verification.  There is no help and there is no way to contact Twilio.","['thumbed', 'project', 'last', 'hour', 'video', 'noticed', 'involved', 'twilio', 'wit', 'end', 'twilio', 'get', 'phone', 'number', 'verified', 'signed', 'day', 'ago', 'tried', 'time', 'verify', 'number', 'second', 'time', 'two', 'week', 'went', 'rejected', 'verification', 'help', 'way', 'contact', 'twilio']",33,385,73
TODAYLEARNN,2025-06-01T02:38:09Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=840"">14:00</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,73,2
imok7258,2025-05-31T15:03:09Z,0,Im sorry i didnt understand how to use an api other than twilio..something in general,"['sorry', 'didnt', 'understand', 'use', 'api', 'twilio', 'something', 'general']",8,85,15
EasyPortuguesePronunciation,2025-05-31T01:15:20Z,0,This explanation is pretty good.,"['explanation', 'pretty', 'good']",3,32,5
emmanuelgrant312,2025-05-24T10:33:59Z,1,Please i need help with the teachers note. The link isn&#39;t working,"['please', 'need', 'help', 'teacher', 'note', 'link', 'working']",7,69,12
larryhatcher8927,2025-05-22T18:00:37Z,1,"I kind of focused in on the spotify APIs.  I have spent some time with them.  I was having some trouble with CURL.  After long discussions with ChatGPT, I decided to use request in Python on my Jupyter Notebook.  Is this the same as using CURL?  In any case, I haven&#39;t even looked at Postman yet.","['kind', 'focused', 'spotify', 'apis', 'spent', 'time', 'trouble', 'curl', 'long', 'discussion', 'chatgpt', 'decided', 'use', 'request', 'python', 'jupyter', 'notebook', 'using', 'curl', 'case', 'even', 'looked', 'postman', 'yet']",24,300,56
SnehaTom-mo9jg,2025-05-19T17:13:13Z,0,"In <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=621"">10:21</a>, why is the upper() function in python used for making all characters in a string uppercase called the API?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'upper', 'function', 'python', 'used', 'making', 'character', 'string', 'uppercase', 'called', 'api']",19,184,22
larryhatcher8927,2025-05-17T04:12:02Z,1,All agree with some of these comments.  We are not getting enough information.  I&#39;ve just spent over an hour trying to figure out how request a token on Spotify.  At least on my Spotify there is no &quot;request token&quot; button.  I finally got a token but I had to go through ChatGPT and write a Python code just to get one.,"['agree', 'comment', 'getting', 'enough', 'information', 'spent', 'hour', 'trying', 'figure', 'request', 'token', 'spotify', 'least', 'spotify', 'quot', 'request', 'token', 'quot', 'button', 'finally', 'got', 'token', 'chatgpt', 'write', 'python', 'code', 'get', 'one']",28,331,61
emmanuelgrant312,2025-05-24T10:20:00Z,0,you could have gotten the token directly from your terminal tho,"['could', 'gotten', 'token', 'directly', 'terminal', 'tho']",6,63,11
hoopernamedbran3875,2025-06-04T05:03:06Z,0,"man you have no idea how right you were, at least i kinda got practice while trying to figure it out, took like a hr","['man', 'idea', 'right', 'least', 'kinda', 'got', 'practice', 'trying', 'figure', 'took', 'like']",11,116,25
larryhatcher8927,2025-06-04T18:37:25Z,1,"@hoopernamedbran3875 Laughing......Have you tried to go to the Twilio account yet?  At least with Spotify there was a work around.  At least for me, Twilio was a lot worse.  But the big problem here, this is suppose to be a video to learn about APIs.  I&#39;ve spent way more time jumping through the various hoops with Spotify and Twilio just to get the tools that this guy requires.","['hoopernamedbran', 'laughing', 'tried', 'twilio', 'account', 'yet', 'least', 'spotify', 'work', 'around', 'least', 'twilio', 'lot', 'worse', 'big', 'problem', 'suppose', 'video', 'learn', 'apis', 'spent', 'way', 'time', 'jumping', 'various', 'hoop', 'spotify', 'twilio', 'get', 'tool', 'guy', 'requires']",32,384,68
hoopernamedbran3875,2025-06-09T23:23:01Z,0,"@larryhatcher8927 yeah i couldn&#39;t figure out how to refresh my token for spotify, i&#39;m gonna just watch it through at this point and then hop on to another tutorial","['larryhatcher', 'yeah', 'figure', 'refresh', 'token', 'spotify', 'gon', 'watch', 'point', 'hop', 'another', 'tutorial']",12,171,29
AngeloGatica-y6d,2025-05-16T14:38:35Z,0,"At <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4563"">1:16:03</a>, at &quot;here&quot; what and where is he using, opening?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'quot', 'quot', 'using', 'opening']",13,137,12
MihajloLazovic-n3r,2025-05-15T09:18:51Z,0,"to many information, make it simplier dude..sorry but dislike :(","['many', 'information', 'make', 'simplier', 'dude', 'sorry', 'dislike']",7,64,10
tinarina_xo,2025-05-14T21:59:29Z,0,i woke up to this... wow,"['woke', 'wow']",2,24,6
larryhatcher8927,2025-05-12T18:09:19Z,3,"I was pretty much keeping up, then we got to Twilio.  I created an account, created a phone number.  Then I tried to verify the number.  I kept getting a pop-up asking for a business name and URL.  I never got pass that","['pretty', 'much', 'keeping', 'got', 'twilio', 'created', 'account', 'created', 'phone', 'number', 'tried', 'verify', 'number', 'kept', 'getting', 'pop', 'asking', 'business', 'name', 'url', 'never', 'got', 'pas']",23,219,43
fahriz9163,2025-05-09T01:53:36Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=46"">0:46</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,71,2
AJ-cg7zc,2025-04-28T16:54:24Z,0,He will tell you what needs to be done but will never tell you how to do it. Buddy what was the purpose of this video.,"['tell', 'need', 'done', 'never', 'tell', 'buddy', 'purpose', 'video']",8,118,26
somali3n,2025-04-25T12:38:07Z,0,MR BEAST&#39;S  a programmer in an alternate universe 😅😅,"['beast', 'programmer', 'alternate', 'universe']",4,56,9
EmilGhiurau,2025-04-24T20:45:51Z,1,"I have to go back through Unit 1 a few times, take naps, and then come back again. I understand it overall, but don&#39;t know how it works.","['back', 'unit', 'time', 'take', 'nap', 'come', 'back', 'understand', 'overall', 'know', 'work']",11,140,28
tommycapoccia2882,2025-04-23T10:27:36Z,0,"Best citation ever at min <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2221"">37:01</a>.<br>Love u bro, i mean Big Poppa","['best', 'citation', 'ever', 'min', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'love', 'bro', 'mean', 'big', 'poppa']",18,133,13
gamestar1408,2025-04-20T07:01:39Z,1,"One of the best videos on API, and explaination.<br><br>The teacher is an absolute master of the craft.<br>What all videos/topics has he taught here or anywhere else?<br>I would love to understand topics from him.","['one', 'best', 'video', 'api', 'explaination', 'teacher', 'absolute', 'master', 'craft', 'video', 'topic', 'taught', 'anywhere', 'else', 'would', 'love', 'understand', 'topic']",18,213,33
WolfsDenShop,2025-04-19T06:41:27Z,0,"Is this an Ad For Trillio ? <a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>😄","['trillio', 'href', 'uckszu', 'ujg', 'mfy', 'jpsxknap', 'gamae']",7,92,9
PeterKluth,2025-04-15T14:40:12Z,0,&quot;She would take that API dev to Red Lobster&quot; 💀,"['quot', 'would', 'take', 'api', 'dev', 'red', 'lobster', 'quot']",8,56,10
spiritualseeker9593,2025-04-07T06:24:43Z,0,MrBeast be working too hard these days,"['mrbeast', 'working', 'hard', 'day']",4,38,7
owengajoseph6245,2025-04-06T17:58:09Z,2,to be honest started off well but how the extension and the app works is poorly explained,"['honest', 'started', 'well', 'extension', 'app', 'work', 'poorly', 'explained']",8,89,17
nitingodiyal5285,2025-04-06T03:45:58Z,0,idk if its just me but why he look like mr beast,"['idk', 'look', 'like', 'beast']",4,48,12
gouravkumar8119,2025-03-31T04:59:14Z,0,great content....... also you have quite a good resembelence with rick of pawn stars,"['great', 'content', 'also', 'quite', 'good', 'resembelence', 'rick', 'pawn', 'star']",9,84,14
milanstefanovic5090,2025-03-27T23:24:39Z,0,Best chanel ever🎉,"['best', 'chanel', 'ever']",3,17,3
khym,2025-03-26T00:06:32Z,11,I was always running away from APIs but looking at this video and how easy you have made this for everyone is outstansding.  Thank you 🙂,"['always', 'running', 'away', 'apis', 'looking', 'video', 'easy', 'made', 'everyone', 'outstansding', 'thank']",11,136,26
Romeo777gaming,2025-03-27T14:36:04Z,0,me too same thought,['thought'],1,19,4
billyjoseph5350,2025-03-24T13:43:59Z,1,I can&#39;t find the Spotify Console anywhere. Their website looks to havebeen completely revamped. Is there a help page for that?,"['find', 'spotify', 'console', 'anywhere', 'website', 'look', 'havebeen', 'completely', 'revamped', 'help', 'page']",11,130,21
emmanuelgrant312,2025-05-24T10:21:58Z,1,The console is at the bottom of the page,"['console', 'bottom', 'page']",3,40,9
